id,name,text
3342,Now You're in My Power,"Until the end of your next turn, the Defending Pokémon's Weakness is now Colorless. (The amount of Weakness doesn't change.)"
3345,Familial March,"Search your deck for up to 2 in any combination of Maushold and Maushold ex and put them onto your Bench. Then, shuffle your deck."
3346,Incessant Incisors,Flip 4 coins. This attack does 30 damage for each heads.
3347,Break Through,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3348,Zircon Road,You may draw 5 cards.
3349,Precise Beak,"If this Pokémon and your opponent's Active Pokémon have the same amount of Energy attached, this attack does 100 more damage."
3350,Brave Bird,This Pokémon also does 30 damage to itself.
3351,Prism Charge,"Search your deck for up to 3 Basic Energy cards of different types and attach them to your Tera Pokémon in any way you like. Then, shuffle your deck."
3352,Hard Tackle,
3353,Fluorite,"Discard all Energy from this Pokémon, and heal all damage from each of your Tera Pokémon."
3425,Scoop Water,Shuffle up to 3 Basic Water Energy cards from your discard pile into your deck.
3428,Drenched Headbutt,Discard the top 3 cards of your deck. This attack does 80 damage for each Energy card you discarded in this way.
3429,Follow-Up Bolt,This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.
3430,Drill Peck,
3431,Crackling Charge,Flip 3 coins. Attach a number of Basic Lightning Energy cards up to the number of heads from your discard pile to your Benched Pokémon in any way you like.
3437,Horrifying Fang,Flip a coin until you get tails. This attack does 20 more damage for each heads.
3448,Verdant Storm,This attack does 60 damage for each Energy attached to all of your opponent's Pokémon.
3449,Moss Agate,Heal 100 damage from each of your Benched Pokémon.
3452,Itchy Pollen,"During your opponent's next turn, they can't play any Item cards from their hand."
3459,Burning Charge,"Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck."
3460,Carnelian,"During your next turn, this Pokémon can't attack."
3465,Severe Squall,This attack does 60 damage to each of your opponent's Pokémon ex. This attack's damage isn't affected by Weakness or Resistance.
3466,Aquamarine,"During your next turn, this Pokémon can't attack."
3479,Flashing Spear,You may discard up to 2 Basic Energy from your Benched Pokémon. This attack does 90 more damage for each card you discarded in this way.
3480,Dravite,"During your next turn, this Pokémon can't attack."
3486,Euclase,Knock Out 1 of your opponent's Pokémon that has exactly 6 damage counters on it.
3490,Flame Tackle,"During your next turn, this Pokémon can't attack."
3493,Wash the Slate Clean,You may put 2 Energy attached to your opponent's Active Pokémon into their hand.
3500,Amazez,Devolve each of your opponent's evolved Pokémon by shuffling the highest Stage Evolution card on it into your opponent's deck.
3523,Aura Uppercut,
3524,Tornado Rush,"During your next turn, this Pokémon's Tornado Rush attack does 100 more damage (before applying Weakness and Resistance)."
3528,Moon Mirage,Your opponent's Active Pokémon is now Confused.
3529,Onyx,"Discard all Energy from this Pokémon, and take a Prize card."
3537,Grind,This attack does 50 damage for each Energy attached to this Pokémon.
3538,Tyrannical Crush,Discard a random card from your opponent's hand.
3539,Call to Muster,"Search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck."
3540,Pitch-Black Fangs,
3556,Coruscating Quartz,
3558,Toss-and-Turn Press,Flip 3 coins. This attack does 120 damage for each heads.
3564,Moomoo Rolling,You can use this attack only if this Pokémon used Rollout during your last turn.
3567,Hyper Whirlpool,"Flip a coin until you get tails. For each heads, discard an Energy from your opponent's Active Pokémon."
3570,Jewel Breaker,"If your opponent's Active Pokémon is a Tera Pokémon, this attack does 230 more damage."
3571,Reflect Energy,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
3572,Rising Tackle,"If your opponent's Active Pokémon is a Pokémon ex, this attack does 50 more damage."
3576,Sonic Blast,This Pokémon also does 30 damage to itself.
3628,Harden,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks if that damage is 60 or less."
3629,Scale Hurricane,"Flip 4 coins. This attack does 60 damage for each heads. If at least 2 of them are heads, your opponent's Active Pokémon is now Paralyzed."
3632,Scissor Swing,Flip 2 coins. This attack does 30 more damage for each heads.
3639,Champignon's Swing,"Flip a coin. If heads, this attack does 80 more damage."
3640,Shell Smack,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
3641,Poisonous Ploy,Your opponent's Active Pokémon is now Confused and Poisoned. Switch this Pokémon with 1 of your Benched Pokémon.
3645,Tons of Treading,Flip 3 coins. This attack does 10 damage for each heads.
3647,Rising Bloom,"If your opponent's Active Pokémon is a Pokémon ex, this attack does 90 more damage."
3653,Smolder-sault,"During your next turn, this Pokémon can't attack."
3658,Back Draft,This attack does 30 damage for each Basic Energy card in your opponent's discard pile.
3659,Flamebody Cannon,"Discard all Energy from this Pokémon, and this attack also does 90 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
3661,Smoldering Scales,
3662,Fire Wing,
3664,Scorching Cyclone,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
3665,Frigid Fluttering,"Search your deck for up to 2 Basic Water Energy cards and attach them to this Pokémon. Then, shuffle your deck."
3666,Ice Blast,
3669,Aqua Wash,You may put an Energy attached to your opponent's Active Pokémon into their hand.
3670,Octo Beatdown,Flip a coin until you get tails. This attack does 90 damage for each heads.
3682,Purging Strike,"You may discard your hand. If you discarded any cards in this way, this attack does 120 more damage."
3687,Electromagnetic Catapult,Flip a coin until you get tails. This attack does 70 damage for each heads.
3689,Voltaic Chain,This attack does 20 more damage for each Lightning Energy attached to all of your Iono's Pokémon.
3690,Thump-Thump Boom,"This Pokémon does 100 damage to itself. Flip a coin. If heads, your opponent's Active Pokémon is Knocked Out."
3692,Zapping Short,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon. If you discarded a Pokémon Tool in this way, your opponent's Active Pokémon is now Paralyzed."
3693,Toge Spark,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
3694,Linked Lightning,This attack does 20 more damage for each of your Benched Pokémon.
3699,Full Moon Rondo,This attack does 20 more damage for each Benched Pokémon (both yours and your opponent's).
3700,Retaliate,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage."
3702,Mimic,"Shuffle your hand into your deck. Then, draw a card for each card in your opponent's hand."
3705,Cursed Words,Your opponent chooses 3 cards from their hand and shuffles those cards into their deck.
3712,Conjoined Beams,"If Beldum and Metang are on your Bench, this attack does 150 more damage."
3714,Victory Symbol,"If you use this attack when you have exactly 1 Prize card remaining, you win this game."
3719,Inviting Flowers,"You may search your deck for any number of Basic Lillie's Pokémon and put them onto your Bench. Then, shuffle your deck."
3721,Mischievous Hands,Choose 2 of your opponent's Pokémon and put 3 damage counters on each of them.
3722,Ghostly Trip,Your opponent's Active Pokémon is now Confused.
3724,Anchor Smash,
3728,Shadowy Knot,This attack does 50 damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
3731,Whipped Shot,
3737,Impaling Tusk,
3738,Rumbling March,This attack does 40 more damage for each Stage 2 Pokémon on your Bench.
3741,Breaching Lariat,This attack's damage isn't affected by Resistance.
3743,Focus Fist,"Flip a coin. If tails, this attack does nothing."
3744,Dig It Up,Look at the top card of your deck. You may discard that card.
3746,Clamping Fangs,This attack does 40 more damage for each damage counter on your opponent's Active Pokémon.
3747,Turf Maker,"Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck."
3750,Break Ground,This attack also does 20 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3753,Snipping Pincers,"Flip 2 coins. For each heads, discard an Energy from your opponent's Active Pokémon."
3757,Pervasive Gas,Your opponent's Active Pokémon is now Confused.
3758,Crazy Blast,"If this Pokémon used Pervasive Gas during your last turn, this attack does 120 more damage."
3762,Cracking Stomp,Discard the top 2 cards of your opponent's deck.
3763,Thieving Swipe,"Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck."
3765,Night Joker,Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.
3766,Torment,"Choose 1 of your opponent's Active Pokémon's attacks. During your opponent's next turn, that Pokémon can't use that attack."
3770,Drop Shot,"Discard all Energy from this Pokémon, and this attack does 120 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
3774,Spinning Gears,Your opponent's Active Pokémon is now Confused.
3779,Bounding Bite,This Pokémon also does 30 damage to itself.
3786,Insta-Strike,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3787,Brave Slash,"During your next turn, this Pokémon can't use Brave Slash."
3792,Wide Blast,This attack does 50 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3793,Dragon Impact,Discard 2 Energy from this Pokémon.
3794,Dragon's Fury,Attach a Basic Fire Energy card from your discard pile to 1 of your Dragon Pokémon.
3796,Powerful Rage,This attack does 20 damage for each damage counter on this Pokémon.
3797,Virtuous Flame,
3798,Dynamic Press,This Pokémon also does 80 damage to itself.
3802,Trading Places,Switch this Pokémon with 1 of your Benched Pokémon.
3804,Tenacious Tail,This attack does 60 damage for each of your opponent's Pokémon ex in play.
3805,Destructive Drill,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
3806,Stealth Attack,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
3807,Fruit Bearing,"Discard a card from your hand. If you do, draw 3 cards."
3814,Frightening Howl,Your opponent's Active Pokémon is now Confused.
3815,Slumbering Smack,"Both Active Pokémon are now Asleep. During your next turn, attacks used by this Pokémon do 100 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."
3817,Dragon Claw,
3820,Gluttonous Tail,Draw 2 cards.
3821,Intimidating Stare,"During your opponent's next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance)."
3827,Ceaseless Spitting,Flip a coin until you get tails. This attack does 50 damage for each heads.
3828,Fickle Spitting,"If your opponent doesn't have exactly 3 or 4 Prize cards remaining, this attack does nothing."
3830,Aromatic Stomps,"Flip a coin. If heads, during your opponent's next turn, the Defending Pokémon can't attack."
